"year","country","team_size_all","p1","p2","p3","p4","p5","p6","total_points","total_awards","gender","gender_prop"
2020,"South Africa",6,38,7,1,22,8,1,77,6,"team_size_female",33.3333333333333
2020,"Sri Lanka",6,42,16,0,10,9,0,77,6,"team_size_male",83.3333333333333
2020,"Sri Lanka",6,42,16,0,10,9,0,77,6,"team_size_female",16.6666666666667
2020,"Macau",6,29,13,1,17,16,0,76,5,"team_size_male",100
2020,"Macau",6,29,13,1,17,16,0,76,5,"team_size_female",0
2020,"Ecuador",6,42,13,1,14,1,0,71,6,"team_size_male",100
2020,"Ecuador",6,42,13,1,14,1,0,71,6,"team_size_female",0
2020,"Austria",6,28,6,5,18,8,1,66,5,"team_size_male",66.6666666666667
2020,"Austria",6,28,6,5,18,8,1,66,5,"team_size_female",33.3333333333333
2020,"Azerbaijan",6,42,14,0,6,4,0,66,6,"team_size_male",100
2020,"Azerbaijan",6,42,14,0,6,4,0,66,6,"team_size_female",0
2020,"Latvia",6,21,0,1,42,0,0,64,6,"team_size_male",100
2020,"Latvia",6,21,0,1,42,0,0,64,6,"team_size_female",0
2020,"El Salvador",5,34,13,1,13,0,0,61,4,"team_size_male",100
2020,"El Salvador",5,34,13,1,13,0,0,61,4,"team_size_female",0
2020,"Uzbekistan",6,42,8,1,6,3,0,60,6,"team_size_male",100
2020,"Uzbekistan",6,42,8,1,6,3,0,60,6,"team_size_female",0
2020,"Ireland",6,36,6,1,10,0,0,53,5,"team_size_male",50
2020,"Ireland",6,36,6,1,10,0,0,53,5,"team_size_female",50
2020,"Tunisia",6,31,4,3,7,7,0,52,4,"team_size_male",100
2020,"Tunisia",6,31,4,3,7,7,0,52,4,"team_size_female",0
2020,"North Macedonia",6,38,10,0,0,3,0,51,5,"team_size_male",83.3333333333333
2020,"North Macedonia",6,38,10,0,0,3,0,51,5,"team_size_female",16.6666666666667
2020,"Montenegro",6,14,14,1,14,7,0,50,4,"team_size_male",100
2020,"Montenegro",6,14,14,1,14,7,0,50,4,"team_size_female",0
2020,"Tajikistan",6,35,1,1,4,6,0,47,5,"team_size_male",100
2020,"Tajikistan",6,35,1,1,4,6,0,47,5,"team_size_female",0
2020,"Paraguay",6,28,2,0,8,6,0,44,4,"team_size_male",83.3333333333333
2020,"Paraguay",6,28,2,0,8,6,0,44,4,"team_size_female",16.6666666666667
2020,"Kyrgyzstan",6,27,3,0,0,12,0,42,3,"team_size_male",100
2020,"Kyrgyzstan",6,27,3,0,0,12,0,42,3,"team_size_female",0
2020,"Albania",6,26,7,1,5,1,0,40,3,"team_size_male",66.6666666666667
2020,"Albania",6,26,7,1,5,1,0,40,3,"team_size_female",33.3333333333333
2020,"Kosovo",6,35,1,1,1,0,0,38,5,"team_size_male",100
2020,"Kosovo",6,35,1,1,1,0,0,38,5,"team_size_female",0
2020,"Puerto Rico",6,15,2,0,21,0,0,38,4,"team_size_male",83.3333333333333
2020,"Puerto Rico",6,15,2,0,21,0,0,38,4,"team_size_female",16.6666666666667
2020,"Cyprus",6,15,2,0,14,5,0,36,3,"team_size_male",100
2020,"Cyprus",6,15,2,0,14,5,0,36,3,"team_size_female",0
2020,"Uruguay",6,28,2,1,4,1,0,36,4,"team_size_male",100
2020,"Uruguay",6,28,2,1,4,1,0,36,4,"team_size_female",0
2020,"Pakistan",6,21,6,4,3,0,0,34,3,"team_size_male",100
2020,"Pakistan",6,21,6,4,3,0,0,34,3,"team_size_female",0
2020,"Venezuela",4,28,1,1,3,0,0,33,4,"team_size_male",25
2020,"Venezuela",4,28,1,1,3,0,0,33,4,"team_size_female",75
2020,"Panama",6,15,2,5,10,0,0,32,2,"team_size_male",100
2020,"Panama",6,15,2,5,10,0,0,32,2,"team_size_female",0
2020,"Turkmenistan",6,28,2,0,0,1,0,31,4,"team_size_male",100
2020,"Turkmenistan",6,28,2,0,0,1,0,31,4,"team_size_female",0
2020,"Nigeria",5,14,7,0,7,2,0,30,2,"team_size_male",100
2020,"Nigeria",5,14,7,0,7,2,0,30,2,"team_size_female",0
2020,"Uganda",6,23,2,1,3,0,0,29,3,"team_size_male",100
2020,"Uganda",6,23,2,1,3,0,0,29,3,"team_size_female",0
2020,"Costa Rica",6,14,5,1,8,0,0,28,2,"team_size_male",83.3333333333333
2020,"Costa Rica",6,14,5,1,8,0,0,28,2,"team_size_female",16.6666666666667
2020,"Honduras",5,23,0,0,5,0,0,28,3,"team_size_male",100
2020,"Honduras",5,23,0,0,5,0,0,28,3,"team_size_female",0
2020,"Morocco",6,18,7,0,0,1,0,26,2,"team_size_male",66.6666666666667
2020,"Morocco",6,18,7,0,0,1,0,26,2,"team_size_female",33.3333333333333
2020,"Myanmar",6,22,0,1,0,0,0,23,3,"team_size_male",66.6666666666667
2020,"Myanmar",6,22,0,1,0,0,0,23,3,"team_size_female",33.3333333333333
2020,"Iceland",6,8,2,0,9,3,0,22,1,"team_size_male",100
2020,"Iceland",6,8,2,0,9,3,0,22,1,"team_size_female",0
2020,"Bolivia",6,14,1,3,3,0,0,21,2,"team_size_male",100
2020,"Bolivia",6,14,1,3,3,0,0,21,2,"team_size_female",0
2020,"Ghana",5,7,2,2,3,7,0,21,1,"team_size_male",80
2020,"Ghana",5,7,2,2,3,7,0,21,1,"team_size_female",20
2020,"Chile",6,8,3,1,7,0,0,19,1,"team_size_male",66.6666666666667
2020,"Chile",6,8,3,1,7,0,0,19,1,"team_size_female",33.3333333333333
2020,"Nicaragua",6,15,4,0,0,0,0,19,2,"team_size_male",100
2020,"Nicaragua",6,15,4,0,0,0,0,19,2,"team_size_female",0
2020,"Iraq",6,8,2,0,5,0,0,15,1,"team_size_male",83.3333333333333
2020,"Iraq",6,8,2,0,5,0,0,15,1,"team_size_female",16.6666666666667
2020,"Tanzania",4,2,7,2,3,0,0,14,1,"team_size_male",75
2020,"Tanzania",4,2,7,2,3,0,0,14,1,"team_size_female",25
2020,"Trinidad and Tobago",6,7,0,2,4,0,0,13,0,"team_size_male",100
2020,"Trinidad and Tobago",6,7,0,2,4,0,0,13,0,"team_size_female",0
2020,"Algeria",5,3,2,0,0,0,0,5,0,"team_size_male",80
2020,"Algeria",5,3,2,0,0,0,0,5,0,"team_size_female",20
2020,"Botswana",6,1,2,2,0,0,0,5,0,"team_size_male",83.3333333333333
2020,"Botswana",6,1,2,2,0,0,0,5,0,"team_size_female",16.6666666666667
2020,"Nepal",6,1,2,1,0,0,0,4,0,"team_size_male",100
2020,"Nepal",6,1,2,1,0,0,0,4,0,"team_size_female",0
2020,"Luxembourg",2,0,0,0,3,0,0,3,0,"team_size_male",50
2020,"Luxembourg",2,0,0,0,3,0,0,3,0,"team_size_female",50
2020,"Kenya",5,0,2,0,0,0,0,2,0,"team_size_male",60
2020,"Kenya",5,0,2,0,0,0,0,2,0,"team_size_female",40
2020,"Oman",6,0,1,1,0,0,0,2,0,"team_size_male",16.6666666666667
2020,"Oman",6,0,1,1,0,0,0,2,0,"team_size_female",83.3333333333333
